Timestamp;ContainerName;CPU_Percent;Memory_Usage_and_Limit
2025-12-10 01:44:28;chf;0.03%;14.38MiB / 15.61GiB
2025-12-10 01:44:28;amf;0.17%;15.23MiB / 15.61GiB
2025-12-10 01:44:28;smf;42.70%;2.121GiB / 15.61GiB
2025-12-10 01:44:28;udm;0.00%;12.36MiB / 15.61GiB
2025-12-10 01:44:28;nssf;0.00%;8.164MiB / 15.61GiB
2025-12-10 01:44:28;ausf;0.00%;16.03MiB / 15.61GiB
2025-12-10 01:44:28;webui;0.39%;17MiB / 15.61GiB
2025-12-10 01:44:28;udr;0.00%;12.09MiB / 15.61GiB
2025-12-10 01:44:28;pcf;0.00%;12.05MiB / 15.61GiB
2025-12-10 01:44:28;nef;0.00%;7.309MiB / 15.61GiB
2025-12-10 01:44:28;nrf;2.08%;12.81MiB / 15.61GiB
2025-12-10 01:44:28;mongodb;0.41%;166.7MiB / 15.61GiB
2025-12-10 01:44:28;upf;83.85%;1.427GiB / 15.61GiB
2025-12-10 01:44:35;ue;0.09%;976KiB / 15.61GiB
2025-12-10 01:44:35;n3iwue;0.00%;392KiB / 15.61GiB
2025-12-10 01:44:35;ueransim;158.79%;17.19MiB / 15.61GiB
2025-12-10 01:44:35;n3iwf;0.00%;14.61MiB / 15.61GiB
2025-12-10 01:44:35;chf;0.04%;14.61MiB / 15.61GiB
2025-12-10 01:44:35;amf;0.05%;15.23MiB / 15.61GiB
2025-12-10 01:44:35;smf;228.51%;2.587GiB / 15.61GiB
2025-12-10 01:44:35;udm;0.00%;12.36MiB / 15.61GiB
2025-12-10 01:44:35;nssf;0.00%;8.164MiB / 15.61GiB
2025-12-10 01:44:35;ausf;0.00%;16.03MiB / 15.61GiB
2025-12-10 01:44:35;webui;0.36%;17.3MiB / 15.61GiB
2025-12-10 01:44:35;udr;0.16%;12.09MiB / 15.61GiB
2025-12-10 01:44:35;pcf;0.00%;12.05MiB / 15.61GiB
2025-12-10 01:44:35;nef;0.00%;7.309MiB / 15.61GiB
2025-12-10 01:44:35;nrf;1.54%;12.91MiB / 15.61GiB
2025-12-10 01:44:35;mongodb;1.08%;166.7MiB / 15.61GiB
2025-12-10 01:44:35;upf;77.38%;1.545GiB / 15.61GiB
2025-12-10 01:44:42;ue;0.10%;976KiB / 15.61GiB
2025-12-10 01:44:42;n3iwue;0.00%;392KiB / 15.61GiB
2025-12-10 01:44:42;ueransim;0.55%;11.55MiB / 15.61GiB
2025-12-10 01:44:42;n3iwf;0.00%;14.61MiB / 15.61GiB
2025-12-10 01:44:42;chf;0.02%;14.76MiB / 15.61GiB
2025-12-10 01:44:42;amf;0.19%;15.48MiB / 15.61GiB
2025-12-10 01:44:42;smf;180.82%;3.952GiB / 15.61GiB
2025-12-10 01:44:42;udm;0.00%;12.36MiB / 15.61GiB
2025-12-10 01:44:42;nssf;0.00%;8.164MiB / 15.61GiB
2025-12-10 01:44:42;ausf;0.00%;16.03MiB / 15.61GiB
2025-12-10 01:44:42;webui;0.32%;17.46MiB / 15.61GiB
2025-12-10 01:44:42;udr;0.00%;12.09MiB / 15.61GiB
2025-12-10 01:44:42;pcf;0.00%;12.05MiB / 15.61GiB
2025-12-10 01:44:42;nef;0.00%;7.309MiB / 15.61GiB
2025-12-10 01:44:42;nrf;1.56%;13.14MiB / 15.61GiB
2025-12-10 01:44:42;mongodb;0.41%;166.7MiB / 15.61GiB
2025-12-10 01:44:42;upf;167.92%;1.821GiB / 15.61GiB
2025-12-10 01:44:49;ue;0.11%;976KiB / 15.61GiB
2025-12-10 01:44:49;n3iwue;0.00%;392KiB / 15.61GiB
2025-12-10 01:44:49;ueransim;0.56%;11.55MiB / 15.61GiB
2025-12-10 01:44:49;n3iwf;0.00%;14.61MiB / 15.61GiB
2025-12-10 01:44:49;chf;0.03%;14.77MiB / 15.61GiB
